observation_id,photo_id,Image_name,GroundingDino_V.1_Detected?,V.1 Analysis,GroundingDino_V.2_Detected?,V.2 Analysis,license_code,sam2+bioclip classification v.3,v3. Analysis,crop+bioclip classification v.4,v.4 Analysis,square_url,medium_url,large_url,original_url,scientific_name,common_name,taxon_rank,ob_license_code,quality_grade,uri,pred_prey,special_type_of_feeding,taxon_kingdom,taxon_phylum,taxon_class,taxon_order,taxon_family,taxon_genus,taxon_species
334025380,606497684,obs_334025380_photo_606497684,Yes,Visible,Yes,Visible,cc-by-nc,FALSE,,TRUE,Image not very clear,https://inaturalist-open-data.s3.amazonaws.com/photos/606497684/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/606497684/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/606497684/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/606497684/original.jpg,Cryptomarasmius corbariensis,Oliveleaf Crypto,species,cc-by-nc,research,https://www.inaturalist.org/observations/334025380,Pred,Scavenging or Decomposition,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Physalacriaceae,Cryptomarasmius,Cryptomarasmius corbariensis
33435868,52515163,obs_33435868_photo_52515163,Yes,Visible,Yes,Visible,cc-by-nc,TRUE,,TRUE,,https://inaturalist-open-data.s3.amazonaws.com/photos/52515163/square.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/52515163/medium.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/52515163/large.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/52515163/original.jpeg,Paranemertes peregrina,Purple Ribbon Worm,species,cc-by-nc,research,https://www.inaturalist.org/observations/33435868,Pred,Predation,Animalia,Nemertea,Hoplonemertea,Monostilifera,Neesiidae,Paranemertes,Paranemertes peregrina
334758419,607987821,obs_334758419_photo_607987821,Yes,Visible,Yes,Visible,cc-by-nc,FALSE,,TRUE,The Species features but not be very clear. Tiny part of the image. ,https://inaturalist-open-data.s3.amazonaws.com/photos/607987821/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/607987821/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/607987821/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/607987821/original.jpg,Illosporiopsis christiansenii,0,species,cc-by-nc,research,https://www.inaturalist.org/observations/334758419,Pred,Parasitism,Fungi,Ascomycota,Sordariomycetes,Hypocreales,0,Illosporiopsis,Illosporiopsis christiansenii
336269939,611037472,obs_336269939_photo_611037472,Yes,Visible,Yes,Visible,cc-by-sa,TRUE,,TRUE,,https://inaturalist-open-data.s3.amazonaws.com/photos/611037472/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/611037472/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/611037472/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/611037472/original.jpg,Peripatoides novaezealandiae,New Zealand peripatus,species,cc-by-sa,research,https://www.inaturalist.org/observations/336269939,Pred,Predation,Animalia,Onychophora,0,0,Peripatopsidae,Peripatoides,Peripatoides novaezealandiae
337063055,612648507,obs_337063055_photo_612648507,Yes,Visible,Yes,Visible,cc-by-nc,TRUE,,TRUE,,https://inaturalist-open-data.s3.amazonaws.com/photos/612648507/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/612648507/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/612648507/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/612648507/original.jpg,Charonia tritonis,Giant Triton Snail,species,cc-by-nc,research,https://www.inaturalist.org/observations/337063055,Pred,Predation,Animalia,Mollusca,Gastropoda,Littorinimorpha,Charoniidae,Charonia,Charonia tritonis
337600645,614526508,obs_337600645_photo_614526508,Yes,Visible,Maybe,Tiny part of the box,cc-by-nc,TRUE,,FALSE,Species not in the box,https://inaturalist-open-data.s3.amazonaws.com/photos/614526508/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/614526508/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/614526508/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/614526508/original.jpg,Strongylocentrotus purpuratus,Pacific Purple Sea Urchin,species,cc-by-nc,research,https://www.inaturalist.org/observations/337600645,Prey,Predation,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Strongylocentrotus,Strongylocentrotus purpuratus
337606242,613762919,obs_337606242_photo_613762919,Maybe,Tiny part of the box,Maybe,Tiny part of the box,cc-by,FALSE,,FALSE,Species is small part of the box. Fungus,https://inaturalist-open-data.s3.amazonaws.com/photos/613762919/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/613762919/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/613762919/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/613762919/original.jpg,Puccinia polygoni-amphibii,0,species,cc-by,research,https://www.inaturalist.org/observations/337606242,Pred,Parasitism,Fungi,Basidiomycota,Pucciniomycetes,Pucciniales,Pucciniaceae,Puccinia,Puccinia polygoni-amphibii
337610708,613769550,obs_337610708_photo_613769550,Maybe,Tiny part of the box,Yes,Visible,cc-by,FALSE,,TRUE,Same taxon genus but wrong species level,https://inaturalist-open-data.s3.amazonaws.com/photos/613769550/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/613769550/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/613769550/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/613769550/original.jpg,Golovinomyces bolayi,0,species,cc-by,research,https://www.inaturalist.org/observations/337610708,Pred,Parasitism,Fungi,Ascomycota,Leotiomycetes,Helotiales,Erysiphaceae,Golovinomyces,Golovinomyces bolayi
337610714,613769638,obs_337610714_photo_613769638,Maybe,Tiny part of the box,Maybe,Tiny part of the box,cc-by,FALSE,,FALSE,Species is small part of the box. Fungus,https://inaturalist-open-data.s3.amazonaws.com/photos/613769638/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/613769638/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/613769638/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/613769638/original.jpg,Erysiphe parvula,0,species,cc-by,research,https://www.inaturalist.org/observations/337610714,Pred,Parasitism,Fungi,Ascomycota,Leotiomycetes,Helotiales,Erysiphaceae,Erysiphe,Erysiphe parvula
338007030,614585734,obs_338007030_photo_614585734,Yes,Visible,Yes,Visible,cc-by-nc,TRUE,,TRUE,,https://inaturalist-open-data.s3.amazonaws.com/photos/614585734/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/614585734/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/614585734/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/614585734/original.jpg,Eobania vermiculata,Chocolate-band Snail,species,cc-by,research,https://www.inaturalist.org/observations/338007030,Pred,Predation,Animalia,Mollusca,Gastropoda,Stylommatophora,Helicidae,Eobania,Eobania vermiculata
338486970,615576074,obs_338486970_photo_615576074,Yes,Visible,Yes,Visible,cc-by-nc,TRUE,,TRUE,,https://inaturalist-open-data.s3.amazonaws.com/photos/615576074/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/615576074/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/615576074/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/615576074/original.jpg,Spisula solidissima,West Atlantic Surfclam,species,cc0,research,https://www.inaturalist.org/observations/338486970,Prey,Predation,Animalia,Mollusca,Bivalvia,Venerida,Mactridae,Spisula,Spisula solidissima
339993526,618618071,obs_339993526_photo_618618071,Yes,Visible,Yes,Visible,cc-by-nc,TRUE,,TRUE,,https://inaturalist-open-data.s3.amazonaws.com/photos/618618071/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/618618071/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/618618071/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/618618071/original.jpg,Evasterias troschelii,Mottled Star,species,cc-by-nc,research,https://www.inaturalist.org/observations/339993526,Prey,Predation,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Evasterias,Evasterias troschelii
340263466,619175705,obs_340263466_photo_619175705,Yes,Visible,Yes,Visible,cc-by-nc,FALSE,,FALSE,Species features not very clear,https://inaturalist-open-data.s3.amazonaws.com/photos/619175705/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619175705/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619175705/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619175705/original.jpg,Cirsium ehrenbergii,red thistle,species,cc-by-nc,research,https://www.inaturalist.org/observations/340263466,Prey,Pollination,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Cirsium,Cirsium ehrenbergii
340271186,619190124,obs_340271186_photo_619190124,Yes,Visible,Yes,Visible,cc0,TRUE,,TRUE,,https://inaturalist-open-data.s3.amazonaws.com/photos/619190124/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619190124/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619190124/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619190124/original.jpg,Baccharis pilularis,coyote brush,species,cc-by,research,https://www.inaturalist.org/observations/340271186,Prey,Parasitism,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Baccharis,Baccharis pilularis
340304697,619256274,obs_340304697_photo_619256274,Yes,Visible,Yes,Visible,cc-by-nc,FALSE,,FALSE,Same taxon genus but wrong species level,https://inaturalist-open-data.s3.amazonaws.com/photos/619256274/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619256274/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619256274/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619256274/original.jpg,Haemopis grandis,0,species,cc-by-nc,research,https://www.inaturalist.org/observations/340304697,Pred,Predation,Animalia,Annelida,Clitellata,Arhynchobdellida,Haemopidae,Haemopis,Haemopis grandis
340326193,619295159,obs_340326193_photo_619295159,Maybe,Tiny part of the box,Maybe,Tiny part of the box,cc-by-nc,FALSE,,FALSE,Species is small part of the box. Fungus,https://inaturalist-open-data.s3.amazonaws.com/photos/619295159/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619295159/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619295159/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619295159/original.jpg,Diospyros virginiana,American persimmon,species,cc-by-nc,research,https://www.inaturalist.org/observations/340326193,Prey,Parasitism,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ebenaceae,Diospyros,Diospyros virginiana
340326194,619295158,obs_340326194_photo_619295158,Maybe,Tiny part of the box,Yes,Visible,cc-by-nc,FALSE,,FALSE,Same taxon genus but wrong species level,https://inaturalist-open-data.s3.amazonaws.com/photos/619295158/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619295158/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619295158/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619295158/original.jpg,Pseudocercospora fuliginosa,0,species,cc-by-nc,research,https://www.inaturalist.org/observations/340326194,Pred,Parasitism,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Mycosphaerellaceae,Pseudocercospora,Pseudocercospora fuliginosa
340337296,536341964,obs_340337296_photo_536341964,Yes,Visible,Yes,Visible,cc-by-nc,TRUE,,TRUE,,https://inaturalist-open-data.s3.amazonaws.com/photos/536341964/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/536341964/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/536341964/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/536341964/original.jpg,Lotus corniculatus,bird's-foot trefoil,species,cc-by-nc,research,https://www.inaturalist.org/observations/340337296,Prey,Pollination,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Lotus,Lotus corniculatus
340337865,533753896,obs_340337865_photo_533753896,Yes,Visible,Yes,Visible,cc-by-nc,TRUE,,TRUE,,https://inaturalist-open-data.s3.amazonaws.com/photos/533753896/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/533753896/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/533753896/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/533753896/original.jpg,Vicia cracca,tufted vetch,species,cc-by-nc,research,https://www.inaturalist.org/observations/340337865,Prey,Pollination,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Vicia,Vicia cracca
340364592,619375042,obs_340364592_photo_619375042,Yes,Visible,Yes,Visible,cc-by-nc,TRUE,,TRUE,,https://inaturalist-open-data.s3.amazonaws.com/photos/619375042/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619375042/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619375042/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619375042/original.jpg,Aquarius najas,River Skater,species,cc-by-nc,research,https://www.inaturalist.org/observations/340364592,Pred,Predation,Animalia,Arthropoda,Insecta,Hemiptera,Gerridae,Aquarius,Aquarius najas
340368188,619383348,obs_340368188_photo_619383348,Yes,Visible,Yes,Visible,cc-by,TRUE,,TRUE,,https://inaturalist-open-data.s3.amazonaws.com/photos/619383348/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619383348/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619383348/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619383348/original.jpg,Diplolepis rosae,Mossy Rose Gall Wasp,species,cc-by,research,https://www.inaturalist.org/observations/340368188,Pred,Parasitism,Animalia,Arthropoda,Insecta,Hymenoptera,Diplolepididae,Diplolepis,Diplolepis rosae
340433312,619519266,obs_340433312_photo_619519266,Yes,Visible,Yes,Visible,cc-by-nc,TRUE,,TRUE,,https://inaturalist-open-data.s3.amazonaws.com/photos/619519266/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619519266/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619519266/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619519266/original.jpg,Limnodynastes peronii,Striped Marsh Frog,species,cc-by-nc,research,https://www.inaturalist.org/observations/340433312,Pred,Predation,Animalia,Chordata,Amphibia,Anura,Limnodynastidae,Limnodynastes,Limnodynastes peronii
340514309,619678757,obs_340514309_photo_619678757,Yes,Visible,Yes,Visible,cc-by-nc,TRUE,,TRUE,,https://inaturalist-open-data.s3.amazonaws.com/photos/619678757/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619678757/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619678757/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619678757/original.jpg,Buteo jamaicensis,Red-tailed Hawk,species,cc-by-nc,research,https://www.inaturalist.org/observations/340514309,Pred,Predation,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,Buteo jamaicensis
340514310,619679014,obs_340514310_photo_619679014,Yes,Visible,Yes,Visible,cc-by-nc,TRUE,,TRUE,,https://inaturalist-open-data.s3.amazonaws.com/photos/619679014/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619679014/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619679014/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619679014/original.jpg,Sciurus carolinensis,Eastern Gray Squirrel,species,cc-by-nc,research,https://www.inaturalist.org/observations/340514310,Prey,Predation,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Sciurus,Sciurus carolinensis
340542613,619737737,obs_340542613_photo_619737737,Yes,Visible,Yes,Visible,cc-by-nc,TRUE,,TRUE,Same  species but slightly different name,https://inaturalist-open-data.s3.amazonaws.com/photos/619737737/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619737737/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619737737/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619737737/original.jpg,Astur cooperii,Cooper's Hawk,species,cc-by-nc,research,https://www.inaturalist.org/observations/340542613,Pred,Predation,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Astur,Astur cooperii
340825934,620308797,obs_340825934_photo_620308797,Yes,Visible,Yes,Visible,cc-by,TRUE,,TRUE,,https://inaturalist-open-data.s3.amazonaws.com/photos/620308797/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/620308797/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/620308797/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/620308797/original.jpg,Guira guira,Guira Cuckoo,species,cc-by,research,https://www.inaturalist.org/observations/340825934,Pred,Predation,Animalia,Chordata,Aves,Cuculiformes,Cuculidae,Guira,Guira guira
340848497,620354560,obs_340848497_photo_620354560,Yes,Visible,Yes,Visible,cc0,FALSE,,TRUE,The Species features but not be very clear. Tiny part of the image. ,https://inaturalist-open-data.s3.amazonaws.com/photos/620354560/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/620354560/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/620354560/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/620354560/original.jpg,Aleuroplatus coronata,Crown Whitefly,species,cc-by,research,https://www.inaturalist.org/observations/340848497,Pred,Parasitism,Animalia,Arthropoda,Insecta,Hemiptera,Aleyrodidae,Aleuroplatus,Aleuroplatus coronata
340848514,620354575,obs_340848514_photo_620354575,Yes,Visible,Yes,Visible,cc0,TRUE,,FALSE,Same taxon genus but wrong species level,https://inaturalist-open-data.s3.amazonaws.com/photos/620354575/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/620354575/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/620354575/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/620354575/original.jpg,Paraleyrodes minei,Nesting Whitefly,species,cc-by,research,https://www.inaturalist.org/observations/340848514,Pred,Parasitism,Animalia,Arthropoda,Insecta,Hemiptera,Aleyrodidae,Paraleyrodes,Paraleyrodes minei
340848746,620355031,obs_340848746_photo_620355031,Yes,Visible,Yes,Visible,cc0,TRUE,,TRUE,,https://inaturalist-open-data.s3.amazonaws.com/photos/620355031/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/620355031/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/620355031/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/620355031/original.jpg,Tetraleurodes perileuca,Stanford's Whitefly,species,cc-by,research,https://www.inaturalist.org/observations/340848746,Pred,Parasitism,Animalia,Arthropoda,Insecta,Hemiptera,Aleyrodidae,Tetraleurodes,Tetraleurodes perileuca
341060278,547585371,obs_341060278_photo_547585371,Yes,Visible,Yes,Visible,cc-by-nc,TRUE,,TRUE,,https://inaturalist-open-data.s3.amazonaws.com/photos/547585371/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/547585371/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/547585371/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/547585371/original.jpg,Chamaenerion angustifolium,fireweed,species,cc-by-nc,research,https://www.inaturalist.org/observations/341060278,Prey,Pollination,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,Chamaenerion,Chamaenerion angustifolium
341067936,620805844,obs_341067936_photo_620805844,Yes,Visible,Yes,Visible,cc-by-nc,TRUE,,TRUE,,https://inaturalist-open-data.s3.amazonaws.com/photos/620805844/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/620805844/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/620805844/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/620805844/original.jpg,Apis mellifera,Western Honey Bee,species,cc-by-nc,research,https://www.inaturalist.org/observations/341067936,Pred,Pollination,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Apis,Apis mellifera
341194952,621071156,obs_341194952_photo_621071156,Yes,Visible,Yes,Visible,cc-by,TRUE,,TRUE,,https://inaturalist-open-data.s3.amazonaws.com/photos/621071156/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/621071156/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/621071156/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/621071156/original.jpg,Ardea alba,Great Egret,species,cc-by,research,https://www.inaturalist.org/observations/341194952,Pred,Predation,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Ardea,Ardea alba
64497720,103704678,obs_64497720_photo_103704678,Maybe,Tiny part of the box,Maybe,Tiny part of the box,cc-by-nc,FALSE,,FALSE,Species is small part of the box,https://inaturalist-open-data.s3.amazonaws.com/photos/103704678/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/103704678/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/103704678/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/103704678/original.jpg,Alitta williami,0,species,cc-by-nc,research,https://www.inaturalist.org/observations/64497720,Prey,Predation,Animalia,Annelida,Polychaeta,Phyllodocida,Nereididae,Alitta,Alitta williami
