Image_name,image_url,alt_text,model
obs_234223527_photo_416351900,https://inaturalist-open-data.s3.amazonaws.com/photos/416351900/medium.jpeg,Yellow and orange mushroom is feeding on a beige surface with small brown particles.,llava
obs_240344179_photo_428622047,https://static.inaturalist.org/photos/428622047/medium.jpeg,The plant has a large round hole with holes around it.,llava
obs_63701886_photo_102279996,https://inaturalist-open-data.s3.amazonaws.com/photos/102279996/medium.jpeg,Moss on top of moss growing on rock.,llava
obs_10686_photo_22224,https://static.inaturalist.org/photos/22224/medium.JPG,The photo captures an intense moment: a rat gnaws at a dead bird while standing on top of it.,llava
obs_338604_photo_421440,https://inaturalist-open-data.s3.amazonaws.com/photos/421440/medium.jpg,Woodpecker eating an insect off the ground.,llava
obs_414645_photo_521779,https://inaturalist-open-data.s3.amazonaws.com/photos/521779/medium.jpg,This is an image of a snake with its head extended towards another snake lying beside it.,llava
obs_414707_photo_521820,https://inaturalist-open-data.s3.amazonaws.com/photos/521820/medium.jpg,"An image of two snakes coiled together, one of which has its mouth around the body of the other snake.",llava
obs_420386_photo_529902,https://inaturalist-open-data.s3.amazonaws.com/photos/529902/medium.jpg,An adult black snake with red markings coiled around a yellow leaf in a pile of brown leaves.,llava
obs_424251_photo_534568,https://inaturalist-open-data.s3.amazonaws.com/photos/534568/medium.jpg,"A spider with a large body, possibly an ermine or similar, feeding on a dead fish or fish-like meal in a web.",llava
obs_465679_photo_587403,https://inaturalist-open-data.s3.amazonaws.com/photos/587403/medium.jpg,A black otter is chewing on an unseen fish from a log in the water.,llava
obs_503139_photo_640325,https://inaturalist-open-data.s3.amazonaws.com/photos/640325/medium.jpg,A brown snake is feeding on a white rat.,llava
obs_509046_photo_649315,https://inaturalist-open-data.s3.amazonaws.com/photos/649315/medium.jpg,Dead fish laying on top of raw meat on a table.,llava
obs_518909_photo_661138,https://inaturalist-open-data.s3.amazonaws.com/photos/661138/medium.JPG,Person reaching down to touch an origami lizard on sandy beach.,llava
obs_746116_photo_938004,https://inaturalist-open-data.s3.amazonaws.com/photos/938004/medium.jpg,Brown and white woodpecker clinging to tree trunk.,llava
obs_770998_photo_968318,https://static.inaturalist.org/photos/968318/medium.jpg,An angry rattlesnake inside of a metal container is eating an egg.,llava
obs_843690_photo_1068150,https://inaturalist-open-data.s3.amazonaws.com/photos/1068150/medium.JPG,An elephant partially submerged in water is splashing its trunk.,llava
obs_893936_photo_1136774,https://inaturalist-open-data.s3.amazonaws.com/photos/1136774/medium.jpg,Leopard lying next to antelope in dirt field.,llava
obs_894002_photo_1136901,https://inaturalist-open-data.s3.amazonaws.com/photos/1136901/medium.jpg,Leopards hunting birds in a field.,llava
obs_1031674_photo_1294252,https://inaturalist-open-data.s3.amazonaws.com/photos/1294252/medium.jpg,An animal is feeding on a dead deer that has been gutted.,llava
obs_1031679_photo_1294271,https://inaturalist-open-data.s3.amazonaws.com/photos/1294271/medium.jpg,"In a forest setting, an animal is laying down next to a riverbank.",llava
obs_1031728_photo_447010704,https://inaturalist-open-data.s3.amazonaws.com/photos/447010704/medium.jpg,A pack of wolves feeding on a dead animal in the wild.,llava
obs_1059442_photo_1328444,https://inaturalist-open-data.s3.amazonaws.com/photos/1328444/medium.jpg,Bear standing next to water in field.,llava
obs_1068273_photo_1339178,https://inaturalist-open-data.s3.amazonaws.com/photos/1339178/medium.jpg,Vultures with wings outstretched feeding on dead birds and animals.,llava
obs_1207646_photo_1525519,https://inaturalist-open-data.s3.amazonaws.com/photos/1525519/medium.jpg,Cheetah standing near tall grass and trees.,llava
obs_265204528_photo_476322668,https://inaturalist-open-data.s3.amazonaws.com/photos/476322668/medium.jpg,"The image depicts a green bacteria cell on a microscope slide, viewed under high magnification.",llava
obs_13376692_photo_19611761,https://inaturalist-open-data.s3.amazonaws.com/photos/19611761/medium.jpg,Crustacean is eating something red and orange in an aquarium.,llava
obs_194795499_photo_341224314,https://inaturalist-open-data.s3.amazonaws.com/photos/341224314/medium.png,A coral reef fish nibbling on an orange coral.,llava
obs_201444841_photo_355603656,https://static.inaturalist.org/photos/355603656/medium.jpeg,A small snail with an open shell is resting among other sea creatures on the shoreline.,llava
obs_209619780_photo_358317954,https://inaturalist-open-data.s3.amazonaws.com/photos/358317954/medium.jpeg,This is an image of a sea creature feeding on another smaller sea creature.,llava
obs_10317797_photo_14298032,https://inaturalist-open-data.s3.amazonaws.com/photos/14298032/medium.jpg,A seagull stands near a discarded piece of food.,llava
obs_131953321_photo_224633498,https://inaturalist-open-data.s3.amazonaws.com/photos/224633498/medium.jpeg,The crab is eating another crab.,llava
obs_138339520_photo_236424624,https://inaturalist-open-data.s3.amazonaws.com/photos/236424624/medium.jpeg,A small orange starfish feeding off of wet black rocks.,llava
obs_220822650_photo_391000325,https://inaturalist-open-data.s3.amazonaws.com/photos/391000325/medium.jpeg,Dead fish feeding on a shoreline with birds and crabs.,llava
obs_231347606_photo_410882600,https://inaturalist-open-data.s3.amazonaws.com/photos/410882600/medium.jpeg,Sea gull feeding on insects over water.,llava
obs_254357079_photo_455520435,https://inaturalist-open-data.s3.amazonaws.com/photos/455520435/medium.jpeg,Red and purple coral with orange and white tentacles feeding off of it.,llava
obs_254253124_photo_455372675,https://inaturalist-open-data.s3.amazonaws.com/photos/455372675/medium.jpeg,Caterpillar on window sill.,llava
obs_4977021_photo_6076028,https://inaturalist-open-data.s3.amazonaws.com/photos/6076028/medium.jpg,Scuba diver surrounded by fish and coral.,llava
obs_10029654_photo_13795670,https://inaturalist-open-data.s3.amazonaws.com/photos/13795670/medium.jpg,Fungus growing out of an insect.,llava
obs_10042362_photo_13817684,https://inaturalist-open-data.s3.amazonaws.com/photos/13817684/medium.jpg,The mushroom and snail share the same grass surface for sustenance.,llava
obs_13339379_photo_19546255,https://inaturalist-open-data.s3.amazonaws.com/photos/19546255/medium.jpg,"Caterpillar chewing on tree sap, next to red and orange fungi.",llava
obs_13466689_photo_19770562,https://inaturalist-open-data.s3.amazonaws.com/photos/19770562/medium.jpg,Gray and white seagull standing in water with a yellow fish nearby.,llava
obs_31967882_photo_50089860,https://static.inaturalist.org/photos/50089860/medium.jpeg,The snail shell with a small piece of orange in it is lying on ice.,llava
obs_44675375_photo_70829028,https://inaturalist-open-data.s3.amazonaws.com/photos/70829028/medium.jpeg,A large brown snail crawling across a mushroom-covered tree branch.,llava
obs_62278764_photo_99765773,https://inaturalist-open-data.s3.amazonaws.com/photos/99765773/medium.jpeg,Slug on a bed of straw.,llava
obs_62498833_photo_100137946,https://inaturalist-open-data.s3.amazonaws.com/photos/100137946/medium.jpg,Close-up of small bug resting inside a decomposing tree stump.,llava
obs_66194678_photo_106656672,https://inaturalist-open-data.s3.amazonaws.com/photos/106656672/medium.jpeg,"In the foreground of this image, a large brown seashell is being fed on by two small crabs.",llava
obs_69194931_photo_112223888,https://inaturalist-open-data.s3.amazonaws.com/photos/112223888/medium.jpg,Snail feeding on green plant.,llava
obs_70879081_photo_115307880,https://inaturalist-open-data.s3.amazonaws.com/photos/115307880/medium.jpeg,"Grey seagull standing on beach, looking for something to eat.",llava
obs_102691689_photo_171703427,https://inaturalist-open-data.s3.amazonaws.com/photos/171703427/medium.jpeg,Measuring device next to food item.,llava
obs_103403764_photo_173052489,https://inaturalist-open-data.s3.amazonaws.com/photos/173052489/medium.jpeg,A small black and white bird feeding on a giant yellow slug.,llava
obs_104446825_photo_175011125,https://inaturalist-open-data.s3.amazonaws.com/photos/175011125/medium.jpeg,"This image depicts a close-up of various marine organisms inside a black container. The most noticeable feature is a piece of seaweed that has been cut and stuffed, possibly for display purposes. Among the contents are pieces of shell, algae, and other underwater objects. It's not entirely clear what feeding interactions might be occurring here as it appears to be a still life representation rather than an active scene.",llava
obs_104676320_photo_175447610,https://inaturalist-open-data.s3.amazonaws.com/photos/175447610/medium.jpg,Bird feeding fish in a pond.,llava
obs_104685233_photo_175465159,https://inaturalist-open-data.s3.amazonaws.com/photos/175465159/medium.jpg,Bird sitting in tall grass.,llava
obs_105116597_photo_176295587,https://inaturalist-open-data.s3.amazonaws.com/photos/176295587/medium.jpeg,Fungus growing on moss-covered rock.,llava
obs_108694701_photo_183043086,https://inaturalist-open-data.s3.amazonaws.com/photos/183043086/medium.jpeg,Two sea otters holding shellfish near their mouths over water.,llava
obs_108694703_photo_183043107,https://inaturalist-open-data.s3.amazonaws.com/photos/183043107/medium.jpeg,A seal swimming underwater with a fish.,llava
obs_44675216_photo_70828695,https://inaturalist-open-data.s3.amazonaws.com/photos/70828695/medium.jpeg,Red mushrooms growing among other organic material in the forest.,llava
obs_255562660_photo_458008038,https://inaturalist-open-data.s3.amazonaws.com/photos/458008038/medium.jpg,An unknown organism feeding on an unidentified substance.,llava
obs_258568965_photo_463949052,https://inaturalist-open-data.s3.amazonaws.com/photos/463949052/medium.jpg,Cookie is sitting on the side of a tree stump.,llava
obs_201303417_photo_355329004,https://inaturalist-open-data.s3.amazonaws.com/photos/355329004/medium.jpg,Black bug feeding on a white surface.,llava
obs_33435868_photo_52515163,https://inaturalist-open-data.s3.amazonaws.com/photos/52515163/medium.jpeg,"A small, dark brown creature is feeding on a slimy substance that appears to be oozing from a larger dark creature.",llava
obs_228958448_photo_406367945,https://static.inaturalist.org/photos/406367945/medium.jpeg,Bird standing on bird feeder perch.,llava
obs_102691691_photo_171703626,https://inaturalist-open-data.s3.amazonaws.com/photos/171703626/medium.jpeg,Green algae growing on rocks with small creatures feeding on them.,llava
obs_9833518_photo_13465547,https://inaturalist-open-data.s3.amazonaws.com/photos/13465547/medium.jpg,"A large snail with spotted underside feeds from an abundance of green vegetation, likely in the wild.",llava
obs_112910966_photo_190755590,https://inaturalist-open-data.s3.amazonaws.com/photos/190755590/medium.jpeg,Spider eating something red.,llava
obs_130046716_photo_221096841,https://static.inaturalist.org/photos/221096841/medium.jpg,A large black caterpillar on a plant leaf with its antennae raised.,llava
obs_131625336_photo_224021379,https://inaturalist-open-data.s3.amazonaws.com/photos/224021379/medium.jpg,Small brown insect eating leaves on ground.,llava
obs_264953671_photo_475827468,https://inaturalist-open-data.s3.amazonaws.com/photos/475827468/medium.jpeg,Butterfly feeding on a flower.,llava
obs_89418103_photo_147652109,https://inaturalist-open-data.s3.amazonaws.com/photos/147652109/medium.jpg,Black and brown insect eating another black and brown insect.,llava
obs_163365136_photo_282538358,https://inaturalist-open-data.s3.amazonaws.com/photos/282538358/medium.jpg,White frog with ants trail feeding on chocolate cake.,llava
obs_194599339_photo_342107100,https://inaturalist-open-data.s3.amazonaws.com/photos/342107100/medium.jpeg,Slug crawling over slime trail,llava
obs_250956763_photo_448935283,https://inaturalist-open-data.s3.amazonaws.com/photos/448935283/medium.jpg,Orange coral with white tentacles hanging above it.,llava
obs_263864256_photo_474104967,https://inaturalist-open-data.s3.amazonaws.com/photos/474104967/medium.jpeg,Fungus growing in moss on rocks,llava
obs_104446822_photo_175010774,https://inaturalist-open-data.s3.amazonaws.com/photos/175010774/medium.jpeg,"The rock is covered in colorful moss, which has attracted the attention of small black insects.",llava
obs_138339505_photo_236420699,https://inaturalist-open-data.s3.amazonaws.com/photos/236420699/medium.jpeg,"Coral reef ecosystem: A vibrant, colorful coral growing in an underwater environment provides shelter and sustenance for various marine organisms including fish.",llava
obs_673967_photo_848814,https://inaturalist-open-data.s3.amazonaws.com/photos/848814/medium.jpg,The plant is feeding on the ground.,llava
obs_1126540_photo_1416013,https://inaturalist-open-data.s3.amazonaws.com/photos/1416013/medium.jpg,Flowers hang over lush green leaves.,llava
obs_1560560_photo_1932050,https://inaturalist-open-data.s3.amazonaws.com/photos/1932050/medium.jpg,A group of green leaves and red berries.,llava
obs_2425738_photo_2700767,https://inaturalist-open-data.s3.amazonaws.com/photos/2700767/medium.jpg,There is no visible feeding interaction between any two objects in the image.,llava
obs_5128057_photo_6309771,https://inaturalist-open-data.s3.amazonaws.com/photos/6309771/medium.jpg,A purple flower with yellow center is being fed upon by tiny insects.,llava
obs_8387435_photo_11155664,https://inaturalist-open-data.s3.amazonaws.com/photos/11155664/medium.jpeg,A leafy green tree branch surrounded by smaller leaves.,llava
obs_9029586_photo_12180368,https://inaturalist-open-data.s3.amazonaws.com/photos/12180368/medium.jpg,The photo shows a weed growing out of the ground with bright yellow flowers.,llava
obs_9692012_photo_13252435,https://inaturalist-open-data.s3.amazonaws.com/photos/13252435/medium.jpg,A cluster of wildflowers growing near each other in the wild.,llava
obs_10960412_photo_15423069,https://inaturalist-open-data.s3.amazonaws.com/photos/15423069/medium.jpg,A close-up of a single bud growing from a green plant.,llava
obs_10986817_photo_15475781,https://inaturalist-open-data.s3.amazonaws.com/photos/15475781/medium.jpg,The image does not depict feeding as described in the examples provided.,llava
obs_11018383_photo_15535878,https://inaturalist-open-data.s3.amazonaws.com/photos/15535878/medium.jpg,Floral sprays on tree branches.,llava
obs_11065591_photo_15613837,https://inaturalist-open-data.s3.amazonaws.com/photos/15613837/medium.jpg,Caterpillars feeding on leaves of an evergreen plant.,llava
obs_11074145_photo_15630470,https://inaturalist-open-data.s3.amazonaws.com/photos/15630470/medium.jpg,Tree with orange leaves and yellow flowers behind frog.,llava
obs_11236942_photo_15949804,https://inaturalist-open-data.s3.amazonaws.com/photos/15949804/medium.jpg,"The purple flower buds of a plant with a brown stem and large green leaves, feeding on a smaller green plant below it.",llava
obs_11241837_photo_15959714,https://inaturalist-open-data.s3.amazonaws.com/photos/15959714/medium.jpg,A small black and red insect is feeding on the leaves of a plant.,llava
obs_11251463_photo_15979965,https://inaturalist-open-data.s3.amazonaws.com/photos/15979965/medium.jpg,No visible food source for anything.,llava
obs_11252885_photo_15983245,https://inaturalist-open-data.s3.amazonaws.com/photos/15983245/medium.jpg,No feeding action is taking place in this image; it simply shows two photographs of a flower.,llava
obs_12833171_photo_18617053,https://inaturalist-open-data.s3.amazonaws.com/photos/18617053/medium.jpeg,Ant eating a flower petal,llava
obs_14844443_photo_22157469,https://inaturalist-open-data.s3.amazonaws.com/photos/22157469/medium.jpeg,A bee on a large spiky plant.,llava
obs_15283784_photo_22876182,https://inaturalist-open-data.s3.amazonaws.com/photos/22876182/medium.jpg,The red flowers of a flowering tree are feeding on insects and nectar from it.,llava
obs_17471942_photo_26567244,https://inaturalist-open-data.s3.amazonaws.com/photos/26567244/medium.jpeg,Butterfly feeding on purple flowers.,llava
obs_178555022_photo_310723982,https://inaturalist-open-data.s3.amazonaws.com/photos/310723982/medium.jpg,This is an image of a lone caterpillar feeding on a leaf.,llava
obs_220102252_photo_389649357,https://inaturalist-open-data.s3.amazonaws.com/photos/389649357/medium.jpeg,Bee hovering over a flower.,llava
obs_256022699_photo_458927175,https://inaturalist-open-data.s3.amazonaws.com/photos/458927175/medium.jpeg,The image depicts a small insect eating the leaves of a plant.,llava
obs_33435757_photo_52514997,https://inaturalist-open-data.s3.amazonaws.com/photos/52514997/medium.jpeg,"A dark marine worm feeds on a snail on a wet, barnacle-covered rock.",gemini-2.5-flash
obs_54130547_photo_86113964,https://inaturalist-open-data.s3.amazonaws.com/photos/86113964/medium.jpeg,A swarm of black ants feeds on an earthworm.,gemini-2.5-flash
obs_55364509_photo_88154142,https://inaturalist-open-data.s3.amazonaws.com/photos/88154142/medium.jpeg,"A dark leech feeding on human skin, with blood visible.",gemini-2.5-flash
obs_64497720_photo_103704678,https://inaturalist-open-data.s3.amazonaws.com/photos/103704678/medium.jpg,"A black and white duck on the water swallows a long, dark worm.",gemini-2.5-flash
obs_67242178_photo_108590554,https://inaturalist-open-data.s3.amazonaws.com/photos/108590554/medium.jpeg,A brown bird holds a dark worm in its yellow beak on green grass.,gemini-2.5-flash
obs_70939654_photo_21265481,https://inaturalist-open-data.s3.amazonaws.com/photos/21265481/medium.jpeg,"A brown bird with a white eye-stripe stands in green grass, holding a worm in its beak.",gemini-2.5-flash
obs_78431515_photo_128226886,https://static.inaturalist.org/photos/128226886/medium.jpeg,Several dark leeches feeding on the exposed internal organs of a mottled frog.,gemini-2.5-flash
obs_94545832_photo_156850036,https://inaturalist-open-data.s3.amazonaws.com/photos/156850036/medium.jpg,"A dark aquatic bird feeds on a long, orange worm.",gemini-2.5-flash
obs_112677160_photo_190337472,https://inaturalist-open-data.s3.amazonaws.com/photos/190337472/medium.jpeg,Numerous black ants are feeding on a reddish-brown worm on a pebbled surface.,gemini-2.5-flash
obs_130480768_photo_70327211,https://inaturalist-open-data.s3.amazonaws.com/photos/70327211/medium.jpeg,A dark leech feeds on the side of a golden-scaled fish.,gemini-2.5-flash
obs_201496215_photo_355699582,https://inaturalist-open-data.s3.amazonaws.com/photos/355699582/medium.jpeg,An American robin feeds on an earthworm in the grass.,gemini-2.5-flash
obs_608490_photo_767186,https://inaturalist-open-data.s3.amazonaws.com/photos/767186/medium.jpg,A metallic green beetle feeds on yellow-green flower clusters.,gemini-2.5-flash
obs_613295_photo_773078,https://inaturalist-open-data.s3.amazonaws.com/photos/773078/medium.jpg,A patterned beetle with cream markings feeds on a cluster of yellowish-green plant growths.,gemini-2.5-flash
obs_613368_photo_773134,https://inaturalist-open-data.s3.amazonaws.com/photos/773134/medium.jpg,A black and blue butterfly feeds on small green-yellow flowers.,gemini-2.5-flash
obs_762178_photo_958265,https://inaturalist-open-data.s3.amazonaws.com/photos/958265/medium.jpg,A yellow-green and black striped caterpillar chews on the edge of a green leaf.,gemini-2.5-flash
obs_768014_photo_965261,https://inaturalist-open-data.s3.amazonaws.com/photos/965261/medium.jpg,A fly feeds on a hairy human arm.,gemini-2.5-flash
obs_768088_photo_965274,https://inaturalist-open-data.s3.amazonaws.com/photos/965274/medium.jpg,Black ants are feeding on a dead antlion with patterned wings.,gemini-2.5-flash
obs_785661_photo_987151,https://inaturalist-open-data.s3.amazonaws.com/photos/987151/medium.jpg,A fuzzy spider on a branch feeds on a striped bee.,gemini-2.5-flash
obs_855273_photo_1084105,https://inaturalist-open-data.s3.amazonaws.com/photos/1084105/medium.jpg,A tan butterfly feeds on a white flower.,gemini-2.5-flash
obs_855282_photo_1084115,https://inaturalist-open-data.s3.amazonaws.com/photos/1084115/medium.jpg,A spider gripping a plume moth on a yellow flower.,gemini-2.5-flash
obs_859795_photo_1090771,https://inaturalist-open-data.s3.amazonaws.com/photos/1090771/medium.jpg,A brown moth feeds on the center of a yellow flower.,gemini-2.5-flash
obs_859818_photo_1090799,https://inaturalist-open-data.s3.amazonaws.com/photos/1090799/medium.jpg,A hairy fly feeds on a yellow flower.,gemini-2.5-flash
obs_890705_photo_1131787,https://inaturalist-open-data.s3.amazonaws.com/photos/1131787/medium.jpg,A large black fly feeds on human skin.,gemini-2.5-flash
obs_890716_photo_1131809,https://inaturalist-open-data.s3.amazonaws.com/photos/1131809/medium.jpg,A close-up of a horsefly feeding on human skin.,gemini-2.5-flash
obs_913990_photo_1166084,https://inaturalist-open-data.s3.amazonaws.com/photos/1166084/medium.jpg,"A fuzzy bee feeds on a purple, spiky flower.",gemini-2.5-flash
obs_913998_photo_1166095,https://inaturalist-open-data.s3.amazonaws.com/photos/1166095/medium.jpg,A hoverfly feeds on a dense purple flower.,gemini-2.5-flash
obs_1055931_photo_1324289,https://inaturalist-open-data.s3.amazonaws.com/photos/1324289/medium.jpg,A fly sips nectar from the yellow center of a flower.,gemini-2.5-flash
obs_1068463_photo_1339369,https://inaturalist-open-data.s3.amazonaws.com/photos/1339369/medium.jpg,A white waxy insect with a brown head feeds on a fuzzy green plant stem.,gemini-2.5-flash
obs_1120591_photo_1407773,https://inaturalist-open-data.s3.amazonaws.com/photos/1407773/medium.jpg,"A black beetle with white spots feeds on a pale, star-shaped flower on a plant stem.",gemini-2.5-flash
obs_1133892_photo_1425797,https://inaturalist-open-data.s3.amazonaws.com/photos/1425797/medium.jpg,A red and black moth feeds on small white flowers.,gemini-2.5-flash
obs_1133932_photo_1425846,https://inaturalist-open-data.s3.amazonaws.com/photos/1425846/medium.jpg,A brown weevil feeds on tree bark.,gemini-2.5-flash
obs_1135272_photo_1427749,https://inaturalist-open-data.s3.amazonaws.com/photos/1427749/medium.jpg,A horsefly with green eyes feeds on hairy human skin.,gemini-2.5-flash
obs_158540087_photo_273987410,https://inaturalist-open-data.s3.amazonaws.com/photos/273987410/medium.jpeg,Parasitic wasp cocoons covering a ladybug larva they have fed upon.,gemini-2.5-flash
obs_196330872_photo_346192098,https://inaturalist-open-data.s3.amazonaws.com/photos/346192098/medium.jpg,White mold feeding on a yellow-brown fungus.,gemini-2.5-flash
