Image_name,image_url,alt_text,model
obs_196670458_photo_346191865,https://inaturalist-open-data.s3.amazonaws.com/photos/346191865/medium.jpg,Blue-green mold feeds on the remnants inside a hollowed-out nut shell held by a hand.,gemini-2.5-flash
obs_237464244_photo_422619154,https://inaturalist-open-data.s3.amazonaws.com/photos/422619154/medium.jpeg,A fungus is feeding on the green leaves.,gemini-2.5-flash
obs_240919750_photo_429301377,https://static.inaturalist.org/photos/429301377/medium.jpeg,A small brown caterpillar feeds on a green plant leaf.,gemini-2.5-flash
obs_259827808_photo_466497337,https://inaturalist-open-data.s3.amazonaws.com/photos/466497337/medium.jpg,"A fungal infection feeds on a green plant leaf, causing rusty brown and black patches.",gemini-2.5-flash
obs_265566924_photo_477032615,https://inaturalist-open-data.s3.amazonaws.com/photos/477032615/medium.jpg,"Small white insects feed on a plant with curled, damaged leaves.",gemini-2.5-flash
obs_265572849_photo_477040617,https://inaturalist-open-data.s3.amazonaws.com/photos/477040617/medium.jpeg,White powdery mildew feeds on the leaves of a green plant.,gemini-2.5-flash
obs_265640762_photo_477174548,https://inaturalist-open-data.s3.amazonaws.com/photos/477174548/medium.jpeg,A green leaf displays winding trails from leaf miner feeding.,gemini-2.5-flash
obs_266997708_photo_479763789,https://inaturalist-open-data.s3.amazonaws.com/photos/479763789/medium.jpg,A discolored leaf covered with white scale insects feeding on its surface.,gemini-2.5-flash
obs_266997709_photo_479761706,https://inaturalist-open-data.s3.amazonaws.com/photos/479761706/medium.jpg,White powdery mildew feeds on the plant's leaves.,gemini-2.5-flash
obs_268665319_photo_482954075,https://inaturalist-open-data.s3.amazonaws.com/photos/482954075/medium.jpeg,Leaf miners have created brown blotches on two green leaves held in a hand.,gemini-2.5-flash
obs_270933734_photo_487302713,https://inaturalist-open-data.s3.amazonaws.com/photos/487302713/medium.jpg,Fungus feeding on a green leaf.,gemini-2.5-flash
obs_279311227_photo_501548575,https://inaturalist-open-data.s3.amazonaws.com/photos/501548575/medium.jpeg,"A fungus feeds on a plant leaf, creating brown spots.",gemini-2.5-flash
obs_10041811_photo_13816548,https://inaturalist-open-data.s3.amazonaws.com/photos/13816548/medium.jpg,A patterned snail feeds on a brown wood ear mushroom.,gemini-2.5-flash
obs_17397637_photo_26432327,https://inaturalist-open-data.s3.amazonaws.com/photos/26432327/medium.jpeg,A small dark invertebrate feeds on the base of the mushroom's stem.,gemini-2.5-flash
obs_59536612_photo_95135384,https://inaturalist-open-data.s3.amazonaws.com/photos/95135384/medium.jpg,A white mushroom feeds on a tree trunk.,gemini-2.5-flash
obs_84804335_photo_139427301,https://inaturalist-open-data.s3.amazonaws.com/photos/139427301/medium.jpeg,"A small, dark insect rests on a green Mayapple leaf with yellow spots.",gemini-2.5-flash
obs_92804813_photo_153716790,https://inaturalist-open-data.s3.amazonaws.com/photos/153716790/medium.jpg,A tiny white insect feeds on a brown mushroom cap.,gemini-2.5-flash
obs_101993570_photo_170411108,https://inaturalist-open-data.s3.amazonaws.com/photos/170411108/medium.jpg,Insects are feeding on the decaying mushroom.,gemini-2.5-flash
obs_105116439_photo_176295370,https://inaturalist-open-data.s3.amazonaws.com/photos/176295370/medium.jpeg,A dark slug feeds on a shiny yellow mushroom.,gemini-2.5-flash
obs_111640280_photo_188484692,https://inaturalist-open-data.s3.amazonaws.com/photos/188484692/medium.jpg,A tortoise feeds on a white mushroom.,gemini-2.5-flash
obs_115944573_photo_195682488,https://inaturalist-open-data.s3.amazonaws.com/photos/195682488/medium.jpeg,Light-colored mushrooms feed on a dark tree stump.,gemini-2.5-flash
obs_115973320_photo_195731919,https://inaturalist-open-data.s3.amazonaws.com/photos/195731919/medium.jpeg,A dark slug feeds on decaying plant matter on the ground.,gemini-2.5-flash
obs_145358980_photo_249659505,https://inaturalist-open-data.s3.amazonaws.com/photos/249659505/medium.jpeg,A cluster of small dark insects feeds on a white fungus growing on a tree trunk.,gemini-2.5-flash
obs_165338702_photo_205666783,https://inaturalist-open-data.s3.amazonaws.com/photos/205666783/medium.jpg,A black and tan slug feeds on light brown mushrooms.,gemini-2.5-flash
obs_184932586_photo_322881815,https://inaturalist-open-data.s3.amazonaws.com/photos/322881815/medium.jpg,"A cluster of mushrooms, including one with a black, spider-like cap, feeds on wood chips.",gemini-2.5-flash
obs_188623382_photo_330189351,https://inaturalist-open-data.s3.amazonaws.com/photos/330189351/medium.jpeg,"A reddish slug feeds inside a translucent, cup-shaped fungus.",gemini-2.5-flash
obs_192308778_photo_337565887,https://inaturalist-open-data.s3.amazonaws.com/photos/337565887/medium.jpeg,A brown slug feeds on a pale fungus.,gemini-2.5-flash
obs_218648707_photo_386921148,https://inaturalist-open-data.s3.amazonaws.com/photos/386921148/medium.jpg,A grey slug feeding on a white bracket fungus on moss.,gemini-2.5-flash
obs_234223527_photo_416351900,https://inaturalist-open-data.s3.amazonaws.com/photos/416351900/medium.jpeg,A yellow mushroom feeds on organic debris and rootlets attached to its stem.,gemini-2.5-flash
obs_240344179_photo_428622047,https://static.inaturalist.org/photos/428622047/medium.jpeg,A cream-colored fungus with a porous surface feeding on a brown branch.,gemini-2.5-flash
obs_63701886_photo_102279996,https://inaturalist-open-data.s3.amazonaws.com/photos/102279996/medium.jpeg,A reddish-brown mold feeding on green moss.,gemini-2.5-flash
obs_10686_photo_22224,https://static.inaturalist.org/photos/22224/medium.JPG,A mouse feeds on the bloody carcass of a rabbit.,gemini-2.5-flash
obs_338604_photo_421440,https://inaturalist-open-data.s3.amazonaws.com/photos/421440/medium.jpg,A Greater Roadrunner holds a captured mouse in its beak.,gemini-2.5-flash
obs_414645_photo_521779,https://inaturalist-open-data.s3.amazonaws.com/photos/521779/medium.jpg,"A dark snake swallowing a pale, eel-like fish.",gemini-2.5-flash
obs_414707_photo_521820,https://inaturalist-open-data.s3.amazonaws.com/photos/521820/medium.jpg,"A dark snake lies next to a pale, eel-like fish it has consumed.",gemini-2.5-flash
obs_420386_photo_529902,https://inaturalist-open-data.s3.amazonaws.com/photos/529902/medium.jpg,"A black snake with white markings feeds on a yellowish snake, coiled among brown fallen leaves.",gemini-2.5-flash
obs_424251_photo_534568,https://inaturalist-open-data.s3.amazonaws.com/photos/534568/medium.jpg,A yellow and black garden spider feeds on a silken-wrapped insect.,gemini-2.5-flash
obs_465679_photo_587403,https://inaturalist-open-data.s3.amazonaws.com/photos/587403/medium.jpg,A brown otter on a log feeds on a fish.,gemini-2.5-flash
obs_503139_photo_640325,https://inaturalist-open-data.s3.amazonaws.com/photos/640325/medium.jpg,"A striped snake is swallowing a frog, with its legs protruding from the snake's mouth.",gemini-2.5-flash
obs_509046_photo_649315,https://inaturalist-open-data.s3.amazonaws.com/photos/649315/medium.jpg,A large snake is displayed with the numerous birds it consumed as its stomach contents.,gemini-2.5-flash
obs_518909_photo_661138,https://inaturalist-open-data.s3.amazonaws.com/photos/661138/medium.JPG,A human hand is presenting a beetle to a horned chameleon on sand.,gemini-2.5-flash
obs_746116_photo_938004,https://inaturalist-open-data.s3.amazonaws.com/photos/938004/medium.jpg,A bird with a long red beak feeds on a grub in a tree trunk.,gemini-2.5-flash
obs_770998_photo_968318,https://static.inaturalist.org/photos/968318/medium.jpg,"A dark snake is swallowing a white egg, its throat visibly distended.",gemini-2.5-flash
obs_843690_photo_1068150,https://inaturalist-open-data.s3.amazonaws.com/photos/1068150/medium.JPG,A hippo gripping a crocodile in muddy water.,gemini-2.5-flash
obs_893936_photo_1136774,https://inaturalist-open-data.s3.amazonaws.com/photos/1136774/medium.jpg,"An African wild dog lies on dry grass, feeding on a carcass.",gemini-2.5-flash
obs_894002_photo_1136901,https://inaturalist-open-data.s3.amazonaws.com/photos/1136901/medium.jpg,Several dark vultures feed on carrion on the dry ground.,gemini-2.5-flash
obs_1031674_photo_1294252,https://inaturalist-open-data.s3.amazonaws.com/photos/1294252/medium.jpg,A horned animal is butchered with a knife for human consumption.,gemini-2.5-flash
obs_1031679_photo_1294271,https://inaturalist-open-data.s3.amazonaws.com/photos/1294271/medium.jpg,A deer carcass is being scavenged on a muddy bank.,gemini-2.5-flash
obs_1031728_photo_447010704,https://inaturalist-open-data.s3.amazonaws.com/photos/447010704/medium.jpg,A wolverine feeds on a skeletal mammal carcass on dry ground.,gemini-2.5-flash
obs_1059442_photo_1328444,https://inaturalist-open-data.s3.amazonaws.com/photos/1328444/medium.jpg,A dark calf grazes on tall grass by a river bank.,gemini-2.5-flash
obs_1068273_photo_1339178,https://inaturalist-open-data.s3.amazonaws.com/photos/1339178/medium.jpg,A flock of vultures feeds on a large animal carcass in a grassy savanna.,gemini-2.5-flash
obs_1207646_photo_1525519,https://inaturalist-open-data.s3.amazonaws.com/photos/1525519/medium.jpg,A cheetah feeds on a piece of meat.,gemini-2.5-flash
obs_265204528_photo_476322668,https://inaturalist-open-data.s3.amazonaws.com/photos/476322668/medium.jpg,"A magnified view shows a green, elongated microorganism next to a dark needle, but no feeding is depicted.",gemini-2.5-flash
obs_13376692_photo_19611761,https://inaturalist-open-data.s3.amazonaws.com/photos/19611761/medium.jpg,A reddish-brown crab feeds on a bivalve.,gemini-2.5-flash
obs_194795499_photo_341224314,https://inaturalist-open-data.s3.amazonaws.com/photos/341224314/medium.png,A pale sunfish feeds on a red sea anemone.,gemini-2.5-flash
obs_201444841_photo_355603656,https://static.inaturalist.org/photos/355603656/medium.jpeg,A blue nudibranch feeds on a green sea anemone.,gemini-2.5-flash
obs_209619780_photo_358317954,https://inaturalist-open-data.s3.amazonaws.com/photos/358317954/medium.jpeg,"A sea anemone feeds on a small, pale fish with its tentacles.",gemini-2.5-flash
obs_10317797_photo_14298032,https://inaturalist-open-data.s3.amazonaws.com/photos/14298032/medium.jpg,A seagull feeds on a small yellowish object.,gemini-2.5-flash
obs_131953321_photo_224633498,https://inaturalist-open-data.s3.amazonaws.com/photos/224633498/medium.jpeg,A white seagull swallowing a brown starfish.,gemini-2.5-flash
obs_138339520_photo_236424624,https://inaturalist-open-data.s3.amazonaws.com/photos/236424624/medium.jpeg,Starfish are feeding on mussels attached to rocks in a tide pool.,gemini-2.5-flash
obs_220822650_photo_391000325,https://inaturalist-open-data.s3.amazonaws.com/photos/391000325/medium.jpeg,A bird feeds on a reddish marine invertebrate in shallow water.,gemini-2.5-flash
obs_231347606_photo_410882600,https://inaturalist-open-data.s3.amazonaws.com/photos/410882600/medium.jpeg,A light grey bird with an open beak swallows a dark fish and seaweed.,gemini-2.5-flash
obs_254357079_photo_455520435,https://inaturalist-open-data.s3.amazonaws.com/photos/455520435/medium.jpeg,"A sea anemone with pale blue tentacles feeds on a dark, lumpy object.",gemini-2.5-flash
obs_254253124_photo_455372675,https://inaturalist-open-data.s3.amazonaws.com/photos/455372675/medium.jpeg,A brown and black striped caterpillar hangs vertically from a clear surface.,gemini-2.5-flash
obs_4977021_photo_6076028,https://inaturalist-open-data.s3.amazonaws.com/photos/6076028/medium.jpg,A mottled octopus feeds on a fish.,gemini-2.5-flash
obs_10029654_photo_13795670,https://inaturalist-open-data.s3.amazonaws.com/photos/13795670/medium.jpg,"A snail with a patterned shell feeds on a brown, ear-shaped fungus.",gemini-2.5-flash
obs_10042362_photo_13817684,https://inaturalist-open-data.s3.amazonaws.com/photos/13817684/medium.jpg,"A brown, patterned slug feeds on the white gills of a mushroom.",gemini-2.5-flash
obs_13339379_photo_19546255,https://inaturalist-open-data.s3.amazonaws.com/photos/19546255/medium.jpg,A dark slug feeds on a spiky orange fungus on a tree trunk.,gemini-2.5-flash
obs_13466689_photo_19770562,https://inaturalist-open-data.s3.amazonaws.com/photos/19770562/medium.jpg,A seagull feeds on a pale mollusk in shallow water.,gemini-2.5-flash
obs_31967882_photo_50089860,https://static.inaturalist.org/photos/50089860/medium.jpeg,"A dark-shelled conch, with a bright orange body, is feeding on a ribbed clam.",gemini-2.5-flash
obs_44675375_photo_70829028,https://inaturalist-open-data.s3.amazonaws.com/photos/70829028/medium.jpeg,A brown slug feeds on a pink slime mold on a moss-covered log.,gemini-2.5-flash
obs_62278764_photo_99765773,https://inaturalist-open-data.s3.amazonaws.com/photos/99765773/medium.jpeg,A brown snail feeds on dried plant matter.,gemini-2.5-flash
obs_62498833_photo_100137946,https://inaturalist-open-data.s3.amazonaws.com/photos/100137946/medium.jpg,A yellow-green slug feeds on a brown mushroom.,gemini-2.5-flash
obs_66194678_photo_106656672,https://inaturalist-open-data.s3.amazonaws.com/photos/106656672/medium.jpeg,Numerous maggots feed on the decaying body of a large snail with a broken shell.,gemini-2.5-flash
obs_69194931_photo_112223888,https://inaturalist-open-data.s3.amazonaws.com/photos/112223888/medium.jpg,A small snail feeds on a green leaf.,gemini-2.5-flash
obs_70879081_photo_115307880,https://inaturalist-open-data.s3.amazonaws.com/photos/115307880/medium.jpeg,A grey and white seagull on a sandy beach holds a clam in its beak.,gemini-2.5-flash
obs_102691689_photo_171703427,https://inaturalist-open-data.s3.amazonaws.com/photos/171703427/medium.jpeg,"A yellowish, pretzel-shaped marine invertebrate filter-feeding on dark granular material.",gemini-2.5-flash
obs_103403764_photo_173052489,https://inaturalist-open-data.s3.amazonaws.com/photos/173052489/medium.jpeg,A yellow banana slug feeds on the head of a dead black and white bird on rocky ground.,gemini-2.5-flash
obs_104446825_photo_175011125,https://inaturalist-open-data.s3.amazonaws.com/photos/175011125/medium.jpeg,A yellow nudibranch feeds on a yellow sponge.,gemini-2.5-flash
obs_104676320_photo_175447610,https://inaturalist-open-data.s3.amazonaws.com/photos/175447610/medium.jpg,An adult moorhen with a red beak feeds a small insect to its black chick.,gemini-2.5-flash
obs_104685233_photo_175465159,https://inaturalist-open-data.s3.amazonaws.com/photos/175465159/medium.jpg,A black bird holds a small fish in its beak.,gemini-2.5-flash
obs_105116597_photo_176295587,https://inaturalist-open-data.s3.amazonaws.com/photos/176295587/medium.jpeg,"A dark brown slug feeds on a glossy, pale yellow mushroom.",gemini-2.5-flash
obs_108694701_photo_183043086,https://inaturalist-open-data.s3.amazonaws.com/photos/183043086/medium.jpeg,Two otters in the water feed on an open clam.,gemini-2.5-flash
obs_108694703_photo_183043107,https://inaturalist-open-data.s3.amazonaws.com/photos/183043107/medium.jpeg,"A sea otter floats on its back in the water, eating a clam.",gemini-2.5-flash
obs_44675216_photo_70828695,https://inaturalist-open-data.s3.amazonaws.com/photos/70828695/medium.jpeg,"Red spherical slime molds consume dark, lumpy organic matter amidst green moss.",gemini-2.5-flash
obs_255562660_photo_458008038,https://inaturalist-open-data.s3.amazonaws.com/photos/458008038/medium.jpg,An orange mite feeds on a cluster of white eggs.,gemini-2.5-flash
obs_258568965_photo_463949052,https://inaturalist-open-data.s3.amazonaws.com/photos/463949052/medium.jpg,A brown fungus-like growth feeds on a dark tree stump.,gemini-2.5-flash
obs_201303417_photo_355329004,https://inaturalist-open-data.s3.amazonaws.com/photos/355329004/medium.jpg,A brown moth-like insect is laying a string of yellow eggs on a white wall.,gemini-2.5-flash
obs_33435868_photo_52515163,https://inaturalist-open-data.s3.amazonaws.com/photos/52515163/medium.jpeg,"A dark, glossy ribbon worm feeds on a light-colored bivalve mollusk.",gemini-2.5-flash
obs_228958448_photo_406367945,https://static.inaturalist.org/photos/406367945/medium.jpeg,A small brown bird feeds on seeds on a red bird feeder.,gemini-2.5-flash
obs_102691691_photo_171703626,https://inaturalist-open-data.s3.amazonaws.com/photos/171703626/medium.jpeg,No active feeding is discernible among the various seaweeds and rocks in this intertidal image.,gemini-2.5-flash
obs_9833518_photo_13465547,https://inaturalist-open-data.s3.amazonaws.com/photos/13465547/medium.jpg,"A dark, spotted velvet worm feeds on an orange piece of prey on bright green moss.",gemini-2.5-flash
obs_112910966_photo_190755590,https://inaturalist-open-data.s3.amazonaws.com/photos/190755590/medium.jpeg,A pale sea spider feeds on a segmented bristle worm.,gemini-2.5-flash
obs_130046716_photo_221096841,https://static.inaturalist.org/photos/221096841/medium.jpg,A dark caterpillar feeding on a green leaf.,gemini-2.5-flash
obs_131625336_photo_224021379,https://inaturalist-open-data.s3.amazonaws.com/photos/224021379/medium.jpg,A dragonfly feeds on a centipede on the rocky ground.,gemini-2.5-flash
obs_264953671_photo_475827468,https://inaturalist-open-data.s3.amazonaws.com/photos/475827468/medium.jpeg,A reddish-brown land planarian feeds on a moth on a green stem.,gemini-2.5-flash
obs_89418103_photo_147652109,https://inaturalist-open-data.s3.amazonaws.com/photos/147652109/medium.jpg,A dark land planarian and a millipede feed on a cicada.,gemini-2.5-flash
obs_163365136_photo_282538358,https://inaturalist-open-data.s3.amazonaws.com/photos/282538358/medium.jpg,White worms feeding on brown feces.,gemini-2.5-flash
obs_194599339_photo_342107100,https://inaturalist-open-data.s3.amazonaws.com/photos/342107100/medium.jpeg,A dark flatworm engulfs a snail on rocky ground.,gemini-2.5-flash
obs_250956763_photo_448935283,https://inaturalist-open-data.s3.amazonaws.com/photos/448935283/medium.jpg,A white and brown nudibranch feeds on translucent colonial tunicates with orange openings.,gemini-2.5-flash
obs_263864256_photo_474104967,https://inaturalist-open-data.s3.amazonaws.com/photos/474104967/medium.jpeg,A light brown land planarian is feeding on a dark woodlouse among green moss.,gemini-2.5-flash
obs_104446822_photo_175010774,https://inaturalist-open-data.s3.amazonaws.com/photos/175010774/medium.jpeg,Dark marine snails graze on patches of vibrant green and yellow algae on a rock.,gemini-2.5-flash
obs_138339505_photo_236420699,https://inaturalist-open-data.s3.amazonaws.com/photos/236420699/medium.jpeg,A yellow nudibranch feeds on a large pale pink sponge.,gemini-2.5-flash
obs_673967_photo_848814,https://inaturalist-open-data.s3.amazonaws.com/photos/848814/medium.jpg,No visible organism is feeding on the plant.,gemini-2.5-flash
obs_1126540_photo_1416013,https://inaturalist-open-data.s3.amazonaws.com/photos/1416013/medium.jpg,Nothing is visibly feeding on the plant.,gemini-2.5-flash
obs_1560560_photo_1932050,https://inaturalist-open-data.s3.amazonaws.com/photos/1932050/medium.jpg,No animal or insect is visible feeding on the tree's berries or leaves.,gemini-2.5-flash
obs_2425738_photo_2700767,https://inaturalist-open-data.s3.amazonaws.com/photos/2700767/medium.jpg,Red sundew plants with tiny white insects caught on their sticky leaves.,gemini-2.5-flash
obs_5128057_photo_6309771,https://inaturalist-open-data.s3.amazonaws.com/photos/6309771/medium.jpg,"Green leaves with multiple holes show damage from herbivore feeding, next to purple flowers.",gemini-2.5-flash
obs_8387435_photo_11155664,https://inaturalist-open-data.s3.amazonaws.com/photos/11155664/medium.jpeg,No feeding activity is visible in the image.,gemini-2.5-flash
obs_9029586_photo_12180368,https://inaturalist-open-data.s3.amazonaws.com/photos/12180368/medium.jpg,No active feeding is clearly depicted in the image.,gemini-2.5-flash
obs_9692012_photo_13252435,https://inaturalist-open-data.s3.amazonaws.com/photos/13252435/medium.jpg,A small green caterpillar feeds on a green plant.,gemini-2.5-flash
obs_10960412_photo_15423069,https://inaturalist-open-data.s3.amazonaws.com/photos/15423069/medium.jpg,"No organism is visible feeding on the green, textured leaves.",gemini-2.5-flash
obs_10986817_photo_15475781,https://inaturalist-open-data.s3.amazonaws.com/photos/15475781/medium.jpg,An unknown herbivore is feeding on the green leaves.,gemini-2.5-flash
obs_11018383_photo_15535878,https://inaturalist-open-data.s3.amazonaws.com/photos/15535878/medium.jpg,"A striped insect feeds on the small, pale yellow flowers of a plant.",gemini-2.5-flash
obs_11065591_photo_15613837,https://inaturalist-open-data.s3.amazonaws.com/photos/15613837/medium.jpg,White mealybugs feeding on a green rosemary stem.,gemini-2.5-flash
obs_11074145_photo_15630470,https://inaturalist-open-data.s3.amazonaws.com/photos/15630470/medium.jpg,No feeding activity is visible among the orange and yellow bell-shaped flowers and green leaves.,gemini-2.5-flash
obs_11236942_photo_15949804,https://inaturalist-open-data.s3.amazonaws.com/photos/15949804/medium.jpg,No active feeding is depicted in the image.,gemini-2.5-flash
obs_11241837_photo_15959714,https://inaturalist-open-data.s3.amazonaws.com/photos/15959714/medium.jpg,A black beetle with red markings feeds on a pink flower.,gemini-2.5-flash
obs_11251463_photo_15979965,https://inaturalist-open-data.s3.amazonaws.com/photos/15979965/medium.jpg,A green succulent plant draws nutrients from a crevice in a tree branch.,gemini-2.5-flash
obs_11252885_photo_15983245,https://inaturalist-open-data.s3.amazonaws.com/photos/15983245/medium.jpg,No visible creature is feeding on the pink and white flower.,gemini-2.5-flash
obs_12833171_photo_18617053,https://inaturalist-open-data.s3.amazonaws.com/photos/18617053/medium.jpeg,A black and yellow striped beetle feeds on a pale pink flower.,gemini-2.5-flash
obs_14844443_photo_22157469,https://inaturalist-open-data.s3.amazonaws.com/photos/22157469/medium.jpeg,A black and yellow weevil feeds on a green aloe plant.,gemini-2.5-flash
obs_15283784_photo_22876182,https://inaturalist-open-data.s3.amazonaws.com/photos/22876182/medium.jpg,No feeding activity is depicted in the image.,gemini-2.5-flash
obs_17471942_photo_26567244,https://inaturalist-open-data.s3.amazonaws.com/photos/26567244/medium.jpeg,A black and white spotted butterfly feeds on a cluster of small purple flowers.,gemini-2.5-flash
obs_178555022_photo_310723982,https://inaturalist-open-data.s3.amazonaws.com/photos/310723982/medium.jpg,A camouflaged larva feeds on a slender green plant stem.,gemini-2.5-flash
obs_220102252_photo_389649357,https://inaturalist-open-data.s3.amazonaws.com/photos/389649357/medium.jpeg,A fuzzy fly with patterned wings feeds on a green leaf.,gemini-2.5-flash
obs_256022699_photo_458927175,https://inaturalist-open-data.s3.amazonaws.com/photos/458927175/medium.jpeg,"A translucent, segmented millipede feeds on a green, needle-leafed plant.",gemini-2.5-flash
